same_education_req|var_pop|agegroup|closest_relative_group|relative_group|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_13#inc_2016_2021|65+|closest_relative|case|__n|__n|1,855 (100.0)|100||1855
no|bd_13#inc_2016_2021|65+|closest_relative|case|male|male|848 (45.7)|45.7142857142857||848
no|bd_13#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: title||||
no|bd_13#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: +3|125 (6.7)|6.73854447439353||125
no|bd_13#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: 0|1,347 (72.6)|72.6145552560647||1347
no|bd_13#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|383 (20.6)|20.6469002695417||383
no|bd_13#inc_2016_2021|65+|closest_relative|case|age_index|age_index|63.7 (52.0;73.2)|52.0027322404371|73.2082191780822|63.687671233
no|bd_13#inc_2016_2021|65+|closest_relative|case|education_level|education_level: title||||
no|bd_13#inc_2016_2021|65+|closest_relative|case|education_level|education_level: long_education|519 (28.0)|27.9784366576819||519
no|bd_13#inc_2016_2021|65+|closest_relative|case|education_level|education_level: medium_education|877 (47.3)|47.277628032345||877
no|bd_13#inc_2016_2021|65+|closest_relative|case|education_level|education_level: no_education|73 (3.9)|3.93530997304582||73
no|bd_13#inc_2016_2021|65+|closest_relative|case|education_level|education_level: short_education|386 (20.8)|20.8086253369272||386
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: child|861 (46.4)|46.4150943396226||861
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: partner|994 (53.6)|53.5849056603773||994
no|bd_13#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|control|__n|__n|1,855 (100.0)|100||1855
no|bd_13#inc_2016_2021|65+|closest_relative|control|male|male|862 (46.5)|46.4690026954177||862
no|bd_13#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: title||||
no|bd_13#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: +3|118 (6.4)|6.36118598382749||118
no|bd_13#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: 0|1,349 (72.7)|72.722371967655||1349
no|bd_13#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: 1-2|388 (20.9)|20.9164420485175||388
no|bd_13#inc_2016_2021|65+|closest_relative|control|age_index|age_index|64.2 (52.4;73.3)|52.4071337674975|73.3486862789131|64.229508197
no|bd_13#inc_2016_2021|65+|closest_relative|control|education_level|education_level: title||||
no|bd_13#inc_2016_2021|65+|closest_relative|control|education_level|education_level: long_education|475 (25.6)|25.6064690026954||475
no|bd_13#inc_2016_2021|65+|closest_relative|control|education_level|education_level: medium_education|924 (49.8)|49.8113207547169||924
no|bd_13#inc_2016_2021|65+|closest_relative|control|education_level|education_level: no_education|66 (3.6)|3.55795148247978||66
no|bd_13#inc_2016_2021|65+|closest_relative|control|education_level|education_level: short_education|390 (21.0)|21.0242587601078||390
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: child|861 (46.4)|46.4150943396226||861
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: partner|994 (53.6)|53.5849056603773||994
no|bd_13#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|case|__n|__n|4,194 (100.0)|100||4194
no|bd_13#prev_2021|0-24|father|case|male|male|4,194 (100.0)|100||4194
no|bd_13#prev_2021|0-24|father|case|cci_g|cci_g: title||||
no|bd_13#prev_2021|0-24|father|case|cci_g|cci_g: +3|65 (1.5)|1.54983309489747||65
no|bd_13#prev_2021|0-24|father|case|cci_g|cci_g: 0|3,681 (87.8)|87.7682403433476||3681
no|bd_13#prev_2021|0-24|father|case|cci_g|cci_g: 1-2|448 (10.7)|10.6819265617548||448
no|bd_13#prev_2021|0-24|father|case|age_index|age_index|48.1 (42.1;53.6)|42.0986301369863|53.6246575342465|48.076502732
no|bd_13#prev_2021|0-24|father|case|education_level|education_level: title||||
no|bd_13#prev_2021|0-24|father|case|education_level|education_level: long_education|1,252 (29.9)|29.8521697663328||1252
no|bd_13#prev_2021|0-24|father|case|education_level|education_level: medium_education|2,069 (49.3)|49.3323795898903||2069
no|bd_13#prev_2021|0-24|father|case|education_level|education_level: no_education|78 (1.9)|1.85979971387696||78
no|bd_13#prev_2021|0-24|father|case|education_level|education_level: short_education|795 (19.0)|18.9556509298998||795
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|4,194 (100.0)|100||4194
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|control|__n|__n|4,194 (100.0)|100||4194
no|bd_13#prev_2021|0-24|father|control|male|male|4,194 (100.0)|100||4194
no|bd_13#prev_2021|0-24|father|control|cci_g|cci_g: title||||
no|bd_13#prev_2021|0-24|father|control|cci_g|cci_g: +3|41 (1.0)|0.97758702908917||41
no|bd_13#prev_2021|0-24|father|control|cci_g|cci_g: 0|3,775 (90.0)|90.0095374344301||3775
no|bd_13#prev_2021|0-24|father|control|cci_g|cci_g: 1-2|378 (9.0)|9.01287553648068||378
no|bd_13#prev_2021|0-24|father|control|age_index|age_index|48.1 (42.3;53.7)|42.3287671232876|53.7397260273972|48.133879781
no|bd_13#prev_2021|0-24|father|control|education_level|education_level: title||||
no|bd_13#prev_2021|0-24|father|control|education_level|education_level: long_education|1,283 (30.6)|30.5913209346685||1283
no|bd_13#prev_2021|0-24|father|control|education_level|education_level: medium_education|1,979 (47.2)|47.1864568431092||1979
no|bd_13#prev_2021|0-24|father|control|education_level|education_level: no_education|130 (3.1)|3.09966618979494||130
no|bd_13#prev_2021|0-24|father|control|education_level|education_level: short_education|802 (19.1)|19.1225560324272||802
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: title||||
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: father|4,194 (100.0)|100||4194
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|case|__n|__n|4,420 (100.0)|100||4420
no|bd_13#prev_2021|0-24|mother|case|male|male|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|case|cci_g|cci_g: title||||
no|bd_13#prev_2021|0-24|mother|case|cci_g|cci_g: +3|67 (1.5)|1.51583710407239||67
no|bd_13#prev_2021|0-24|mother|case|cci_g|cci_g: 0|3,801 (86.0)|85.9954751131221||3801
no|bd_13#prev_2021|0-24|mother|case|cci_g|cci_g: 1-2|552 (12.5)|12.4886877828054||552
no|bd_13#prev_2021|0-24|mother|case|age_index|age_index|46.0 (40.0;50.9)|39.9931469421363|50.9232876712328|46.04109589
no|bd_13#prev_2021|0-24|mother|case|education_level|education_level: title||||
no|bd_13#prev_2021|0-24|mother|case|education_level|education_level: long_education|1,837 (41.6)|41.5610859728506||1837
no|bd_13#prev_2021|0-24|mother|case|education_level|education_level: medium_education|1,767 (40.0)|39.9773755656108||1767
no|bd_13#prev_2021|0-24|mother|case|education_level|education_level: no_education|74 (1.7)|1.67420814479638||74
no|bd_13#prev_2021|0-24|mother|case|education_level|education_level: short_education|742 (16.8)|16.787330316742||742
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: title||||
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|4,420 (100.0)|100||4420
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|control|__n|__n|4,420 (100.0)|100||4420
no|bd_13#prev_2021|0-24|mother|control|male|male|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|control|cci_g|cci_g: title||||
no|bd_13#prev_2021|0-24|mother|control|cci_g|cci_g: +3|36 (0.8)|0.81447963800905||36
no|bd_13#prev_2021|0-24|mother|control|cci_g|cci_g: 0|3,957 (89.5)|89.524886877828||3957
no|bd_13#prev_2021|0-24|mother|control|cci_g|cci_g: 1-2|427 (9.7)|9.66063348416289||427
no|bd_13#prev_2021|0-24|mother|control|age_index|age_index|45.9 (40.1;50.9)|40.1092896174863|50.872602739726|45.876712329
no|bd_13#prev_2021|0-24|mother|control|education_level|education_level: title||||
no|bd_13#prev_2021|0-24|mother|control|education_level|education_level: long_education|1,813 (41.0)|41.0180995475113||1813
no|bd_13#prev_2021|0-24|mother|control|education_level|education_level: medium_education|1,804 (40.8)|40.814479638009||1804
no|bd_13#prev_2021|0-24|mother|control|education_level|education_level: no_education|142 (3.2)|3.21266968325791||142
no|bd_13#prev_2021|0-24|mother|control|education_level|education_level: short_education|661 (15.0)|14.9547511312217||661
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|4,420 (100.0)|100||4420
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_13#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|case|__n|__n|8,679 (100.0)|100||8679
no|bd_13#prev_2021|25-64|closest_relative|case|male|male|3,863 (44.5)|44.5097361447171||3863
no|bd_13#prev_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
no|bd_13#prev_2021|25-64|closest_relative|case|cci_g|cci_g: +3|264 (3.0)|3.04182509505703||264
no|bd_13#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 0|7,111 (81.9)|81.9334024657218||7111
no|bd_13#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|1,304 (15.0)|15.0247724392211||1304
no|bd_13#prev_2021|25-64|closest_relative|case|age_index|age_index|51.6 (39.5;60.8)|39.517808219178|60.7923497267759|51.6
no|bd_13#prev_2021|25-64|closest_relative|case|education_level|education_level: title||||
no|bd_13#prev_2021|25-64|closest_relative|case|education_level|education_level: long_education|2,795 (32.2)|32.2041709874409||2795
no|bd_13#prev_2021|25-64|closest_relative|case|education_level|education_level: medium_education|3,943 (45.4)|45.4315013250374||3943
no|bd_13#prev_2021|25-64|closest_relative|case|education_level|education_level: no_education|236 (2.7)|2.71920728194492||236
no|bd_13#prev_2021|25-64|closest_relative|case|education_level|education_level: short_education|1,705 (19.6)|19.6451204055766||1705
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|1,775 (20.5)|20.4516649383569||1775
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|5,604 (64.6)|64.5696508814379||5604
no|bd_13#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|1,300 (15.0)|14.978684180205||1300
no|bd_13#prev_2021|25-64|closest_relative|control|__n|__n|8,679 (100.0)|100||8679
no|bd_13#prev_2021|25-64|closest_relative|control|male|male|3,864 (44.5)|44.5212582094711||3864
no|bd_13#prev_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
no|bd_13#prev_2021|25-64|closest_relative|control|cci_g|cci_g: +3|218 (2.5)|2.51181011637285||218
no|bd_13#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 0|7,207 (83.0)|83.0395206821062||7207
no|bd_13#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|1,254 (14.4)|14.4486692015209||1254
no|bd_13#prev_2021|25-64|closest_relative|control|age_index|age_index|51.8 (39.4;60.7)|39.3753424657534|60.7431693989071|51.835616438
no|bd_13#prev_2021|25-64|closest_relative|control|education_level|education_level: title||||
no|bd_13#prev_2021|25-64|closest_relative|control|education_level|education_level: long_education|2,688 (31.0)|30.9713100587625||2688
no|bd_13#prev_2021|25-64|closest_relative|control|education_level|education_level: medium_education|3,871 (44.6)|44.6019126627491||3871
no|bd_13#prev_2021|25-64|closest_relative|control|education_level|education_level: no_education|375 (4.3)|4.32077428275146||375
no|bd_13#prev_2021|25-64|closest_relative|control|education_level|education_level: short_education|1,745 (20.1)|20.1060029957368||1745
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|1,775 (20.5)|20.4516649383569||1775
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|5,604 (64.6)|64.5696508814379||5604
no|bd_13#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|1,300 (15.0)|14.978684180205||1300
no|bd_13#prev_2021|65+|closest_relative|case|__n|__n|3,445 (100.0)|100||3445
no|bd_13#prev_2021|65+|closest_relative|case|male|male|1,535 (44.6)|44.5573294629898||1535
no|bd_13#prev_2021|65+|closest_relative|case|cci_g|cci_g: title||||
no|bd_13#prev_2021|65+|closest_relative|case|cci_g|cci_g: +3|248 (7.2)|7.1988388969521||248
no|bd_13#prev_2021|65+|closest_relative|case|cci_g|cci_g: 0|2,418 (70.2)|70.188679245283||2418
no|bd_13#prev_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|779 (22.6)|22.6124818577648||779
no|bd_13#prev_2021|65+|closest_relative|case|age_index|age_index|67.0 (55.1;74.6)|55.0657534246575|74.586301369863|67.002739726
no|bd_13#prev_2021|65+|closest_relative|case|education_level|education_level: title||||
no|bd_13#prev_2021|65+|closest_relative|case|education_level|education_level: long_education|974 (28.3)|28.2728592162554||974
no|bd_13#prev_2021|65+|closest_relative|case|education_level|education_level: medium_education|1,627 (47.2)|47.2278664731494||1627
no|bd_13#prev_2021|65+|closest_relative|case|education_level|education_level: no_education|134 (3.9)|3.88969521044992||134
no|bd_13#prev_2021|65+|closest_relative|case|education_level|education_level: short_education|710 (20.6)|20.6095791001451||710
no|bd_13#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
